act_type,arch,b_conv,b_fc,batch_size,best_epoch,best_iter,best_valid_accy,isgray,kp_conv,kp_fc,learn_rate,norm_type,num_aug,run_time
tanh,LeNet,0.001,0.001,256,18,2448,0.964172335600907,False,1,0.5,0.002,MaxScaleMinusMean,0,32.313668882846834
